ID,Brand,Category,Model Name,Reference No.,Price (USD),Currency,Release Date,Gender,Case Material,Case Diameter (mm),Case Thickness (mm),Dial Color,Strap Material,Strap Color,Water Resistance (m),Crystal Type,Movement Type,Power Reserve (hours),Complications,Availability,Warranty (Years),Country of Origin
28354,Garmin,Smartwatch,Fenix,GA26247,10763.39,USD,31/05/2024,Men's,Aluminum,34.7,13.4,Gold,Rubber,Black,30,Sapphire,Digital,40,World Time,Pre-Order,2,Taiwan
28355,TAG Heuer,Sports,Carrera,TA76568,13111.81,USD,27/11/2021,Unisex,Ceramic,39.4,7.1,Red,Silicone,Gold,300,Gorilla Glass,Automatic,60,GMT,Out of Stock,2,Switzerland
28356,TAG Heuer,Sports,Carrera,TA80519,4481.19,USD,28/08/2020,Unisex,Stainless Steel,37,14,Green,Rubber,Blue,50,Hardlex,Automatic,0,Date,Pre-Order,4,Switzerland
28357,Citizen,Eco-Drive,Promaster,CI43861,12533.14,USD,31/07/2020,Unisex,Bioceramic,43.1,6.9,Blue,Rubber,Red,300,Gorilla Glass,Solar Powered,80,GMT,Limited Stock,5,Japan
28358,Swatch,Fashion,MoonSwatch,SW59355,4236.56,USD,13/04/2023,Unisex,Resin,33.3,13.3,Gold,Mesh Steel,Green,50,Gorilla Glass,Quartz,40,None,Limited Stock,5,Switzerland
28359,Apple,Smartwatch,Watch Series,AP96173,3775.68,USD,25/12/2020,Men's,Resin,32.1,10.9,Blue,Nylon,Silver,300,Gorilla Glass,Smart,80,None,Out of Stock,4,China
28360,Seiko,Sports,Prospex,SE84562,12924.8,USD,19/11/2022,Unisex,Brass,41.2,10.3,Blue,Leather,Black,200,Plastic,Quartz,80,None,Out of Stock,4,Japan
28361,Swatch,Fashion,MoonSwatch,SW41023,14143.32,USD,30/01/2023,Men's,Aluminum,38.6,7.3,Gold,Silicone,Silver,30,Sapphire,Quartz,60,Moonphase,Pre-Order,4,Switzerland
28362,Daniel Wellington,Minimalist,Petite,DA83942,6081.16,USD,09/06/2023,Unisex,Titanium,36.6,9.5,Red,Canvas,Gold,30,Plastic,Quartz,0,Chronograph,Out of Stock,1,Sweden
28363,Daniel Wellington,Minimalist,Petite,DA40125,7013.44,USD,14/11/2022,Unisex,Titanium,43.7,13.9,Red,Leather,Gold,50,Mineral,Quartz,0,Chronograph,Limited Stock,4,Sweden
28364,Rolex,Luxury,Oyster Perpetual,RO42079,11838.52,USD,10/12/2023,Unisex,Titanium,44.3,7.1,Black,Silicone,Blue,30,Mineral,Automatic,60,None,Limited Stock,2,Switzerland
28365,Timex,Casual,Weekender,TI66712,2077.33,USD,07/01/2021,Unisex,Titanium,37.9,13.6,Blue,Silicone,Black,30,Plastic,Quartz,70,Date,In Stock,2,USA
28366,Hublot,Luxury,Big Bang,HU46755,5109.33,USD,20/12/2021,Unisex,Brass,43.7,6.6,Red,Nylon,Black,300,Sapphire,Automatic,60,None,Pre-Order,5,Switzerland
28367,Omega,Dress,Speedmaster,OM16424,8841.95,USD,12/01/2021,Unisex,Bioceramic,42.3,8.2,Gold,Nylon,Green,300,Gorilla Glass,Automatic,70,None,In Stock,3,Switzerland
28368,Rolex,Luxury,Oyster Perpetual,RO34498,6958.98,USD,08/10/2021,Unisex,Resin,40.7,7.7,White,Leather,Red,30,Mineral,Automatic,70,Date,Limited Stock,2,Switzerland
28369,Casio,Digital,G-Shock,CA69586,7163.16,USD,20/07/2023,Women's,Bioceramic,41.8,10.2,Green,Silicone,Green,300,Mineral,Digital,60,None,Pre-Order,1,Japan
28370,Daniel Wellington,Minimalist,Petite,DA26019,14497.61,USD,08/01/2022,Men's,Aluminum,36.9,7.7,Green,Canvas,Gold,100,Mineral,Quartz,70,Date,Out of Stock,3,Sweden
28371,Garmin,Smartwatch,Fenix,GA62016,11147.31,USD,13/10/2022,Unisex,Stainless Steel,34.4,7.5,Blue,Rubber,Blue,30,Gorilla Glass,Digital,60,Moonphase,In Stock,5,Taiwan
28372,TAG Heuer,Sports,Carrera,TA41730,1944.51,USD,07/08/2023,Men's,Brass,41.2,12.5,Silver,Silicone,Gold,100,Sapphire,Automatic,70,World Time,Pre-Order,2,Switzerland
28373,Swatch,Fashion,MoonSwatch,SW20866,1976.21,USD,13/12/2022,Men's,Bronze,34,9.9,Blue,Leather,Black,50,Hardlex,Quartz,70,Date,Out of Stock,2,Switzerland
28374,Citizen,Eco-Drive,Promaster,CI61626,1028.51,USD,19/04/2023,Women's,Bioceramic,38.1,9.9,Blue,Mesh Steel,Red,50,Gorilla Glass,Solar Powered,40,GMT,In Stock,1,Japan
28375,Montblanc,Luxury,1858 Geosphere,MO75465,121.24,USD,06/05/2025,Unisex,Titanium,41.9,10.9,White,Mesh Steel,Silver,100,Sapphire,Automatic,60,None,Limited Stock,5,Switzerland
28376,Tissot,Classic,Le Locle,TI84772,6451.44,USD,20/02/2025,Men's,Resin,36.3,13.9,Gray,Silicone,Black,50,Gorilla Glass,Automatic,0,Chronograph,Pre-Order,4,Switzerland
28377,Daniel Wellington,Minimalist,Petite,DA33946,10537.16,USD,22/05/2025,Unisex,Brass,45.9,12.2,Green,Mesh Steel,Brown,100,Hardlex,Quartz,40,GMT,In Stock,4,Sweden
28378,Fossil,Fashion,Gen 6,FO76465,10354.88,USD,19/04/2025,Men's,Bioceramic,37.4,13.8,Silver,Rubber,Black,50,Plastic,Smart,80,GMT,Pre-Order,5,USA
28379,Longines,Dress,Master Collection,LO42287,1841.62,USD,09/08/2024,Men's,Bioceramic,44.4,11.4,Green,Mesh Steel,Black,50,Gorilla Glass,Automatic,0,GMT,Out of Stock,1,Switzerland
28380,Swatch,Fashion,MoonSwatch,SW69911,10011.59,USD,02/10/2022,Unisex,Brass,41,7,White,Rubber,Brown,100,Sapphire,Quartz,60,Date,Pre-Order,4,Switzerland
28381,Rolex,Luxury,Oyster Perpetual,RO33152,8858.49,USD,07/07/2023,Women's,Bioceramic,37,7.2,Silver,Nylon,Green,300,Gorilla Glass,Automatic,60,Moonphase,In Stock,4,Switzerland
28382,TAG Heuer,Sports,Carrera,TA13976,11140,USD,23/08/2021,Unisex,Stainless Steel,40.9,8,White,Rubber,Gold,200,Plastic,Automatic,40,Chronograph,Pre-Order,5,Switzerland
28383,Seiko,Sports,Prospex,SE64931,13269.34,USD,03/06/2025,Women's,Bronze,37.9,10.9,Black,Silicone,Red,50,Mineral,Quartz,70,None,Limited Stock,3,Japan
28384,Rolex,Luxury,Oyster Perpetual,RO84395,11653.9,USD,07/03/2025,Unisex,Stainless Steel,38.7,12,Red,Leather,Red,30,Hardlex,Automatic,60,World Time,Out of Stock,1,Switzerland
28385,Orient,Classic,Bambino,OR82139,8886.26,USD,12/10/2023,Men's,Stainless Steel,44.2,7.1,Gray,Nylon,Green,100,Sapphire,Automatic,80,Chronograph,In Stock,5,Japan
28386,Tissot,Classic,Le Locle,TI99732,5091.03,USD,04/01/2024,Unisex,Bioceramic,45.3,14.6,Blue,Silicone,Green,30,Hardlex,Automatic,60,Date,Limited Stock,5,Switzerland
28387,Longines,Dress,Master Collection,LO33676,8250.07,USD,20/12/2021,Unisex,Stainless Steel,45.5,12.1,Red,Mesh Steel,Gold,30,Sapphire,Automatic,70,None,In Stock,1,Switzerland
28388,Apple,Smartwatch,Watch Series,AP90479,4874.87,USD,10/03/2025,Women's,Stainless Steel,32.9,10.2,Blue,Rubber,Green,50,Hardlex,Smart,40,World Time,Limited Stock,1,China
28389,Longines,Dress,Master Collection,LO56661,1264.37,USD,20/04/2022,Men's,Resin,42.2,11.6,Silver,Canvas,Silver,30,Mineral,Automatic,80,GMT,Limited Stock,1,Switzerland
28390,Hublot,Luxury,Big Bang,HU46538,14350.01,USD,21/02/2025,Men's,Bronze,39,7.4,Black,Leather,Red,100,Gorilla Glass,Automatic,0,Date,Limited Stock,3,Switzerland
28391,Orient,Classic,Bambino,OR26146,9186.17,USD,01/12/2022,Unisex,Ceramic,33,12.8,Red,Silicone,Gold,30,Plastic,Automatic,80,None,In Stock,2,Japan
28392,Daniel Wellington,Minimalist,Petite,DA13501,3806.34,USD,26/05/2025,Men's,Bioceramic,36.3,11.2,Green,Canvas,Brown,30,Mineral,Quartz,80,Date,Out of Stock,3,Sweden
28393,Tissot,Classic,Le Locle,TI44000,14269.62,USD,15/06/2025,Men's,Bioceramic,44.3,12,Green,Canvas,Black,50,Plastic,Automatic,60,GMT,In Stock,1,Switzerland
28394,Montblanc,Luxury,1858 Geosphere,MO47253,4117.97,USD,05/11/2021,Men's,Ceramic,38.7,14.9,Gold,Leather,Silver,100,Mineral,Automatic,0,Date,Out of Stock,1,Switzerland
28395,Garmin,Smartwatch,Fenix,GA90991,4709.8,USD,20/10/2023,Unisex,Brass,39.5,13,Green,Silicone,Silver,30,Sapphire,Digital,60,Chronograph,In Stock,2,Taiwan
28396,Omega,Dress,Speedmaster,OM28050,12164.5,USD,19/01/2025,Unisex,Resin,39.4,6.8,Red,Mesh Steel,Green,30,Mineral,Automatic,40,None,Out of Stock,2,Switzerland
28397,Omega,Dress,Speedmaster,OM77220,1139.51,USD,24/11/2024,Men's,Bronze,40.4,8,Gold,Nylon,Green,50,Sapphire,Automatic,80,None,In Stock,3,Switzerland
28398,Tissot,Classic,Le Locle,TI14649,12430.44,USD,01/05/2024,Women's,Ceramic,43.1,9.1,Black,Nylon,Red,100,Mineral,Automatic,70,None,In Stock,2,Switzerland
28399,Daniel Wellington,Minimalist,Petite,DA91233,1682.11,USD,04/08/2020,Unisex,Bioceramic,35.9,13.4,Red,Canvas,Gold,50,Gorilla Glass,Quartz,40,Chronograph,Out of Stock,2,Sweden
28400,Garmin,Smartwatch,Fenix,GA49995,7383.42,USD,18/08/2022,Unisex,Bioceramic,32.4,12.6,Silver,Mesh Steel,Black,50,Mineral,Digital,70,Moonphase,Limited Stock,2,Taiwan
28401,Montblanc,Luxury,1858 Geosphere,MO75241,5833.07,USD,14/08/2021,Women's,Resin,39.2,8.3,Gold,Silicone,Brown,300,Plastic,Automatic,0,Moonphase,Out of Stock,3,Switzerland
28402,Garmin,Smartwatch,Fenix,GA98936,11908.28,USD,12/07/2022,Unisex,Titanium,41.4,13.6,Black,Nylon,Green,100,Sapphire,Digital,60,Moonphase,Limited Stock,3,Taiwan
28403,Omega,Dress,Speedmaster,OM75103,9196.19,USD,25/04/2021,Men's,Bronze,33.8,8.6,Blue,Canvas,Red,30,Gorilla Glass,Automatic,0,GMT,Pre-Order,5,Switzerland
28404,Swatch,Fashion,MoonSwatch,SW92482,11484.63,USD,09/05/2024,Women's,Stainless Steel,45.7,9.2,Blue,Rubber,Red,30,Mineral,Quartz,80,Moonphase,Out of Stock,3,Switzerland
28405,Hublot,Luxury,Big Bang,HU88338,1937.82,USD,30/08/2022,Unisex,Ceramic,45.8,12,Gold,Silicone,Red,300,Sapphire,Automatic,60,GMT,Out of Stock,5,Switzerland
28406,Citizen,Eco-Drive,Promaster,CI37654,13107.15,USD,11/02/2024,Women's,Bronze,41.9,14.2,Red,Leather,Green,30,Sapphire,Solar Powered,0,Chronograph,Limited Stock,3,Japan
28407,Hamilton,Military,Khaki Field,HA26214,1266.13,USD,10/05/2022,Women's,Ceramic,38.9,12.4,White,Silicone,Gold,200,Plastic,Automatic,40,GMT,Limited Stock,3,USA
28408,Apple,Smartwatch,Watch Series,AP13992,1441.69,USD,09/02/2025,Men's,Resin,41.6,8.6,White,Rubber,Red,50,Sapphire,Smart,60,Date,Pre-Order,5,China
28409,Swatch,Fashion,MoonSwatch,SW29206,2258.41,USD,15/12/2023,Women's,Bronze,42.4,13.8,Red,Leather,Green,300,Gorilla Glass,Quartz,60,None,Limited Stock,5,Switzerland
28410,Hublot,Luxury,Big Bang,HU72305,7443.99,USD,24/07/2020,Men's,Titanium,39,7,Gray,Rubber,Black,200,Gorilla Glass,Automatic,60,World Time,Pre-Order,5,Switzerland
28411,Montblanc,Luxury,1858 Geosphere,MO12408,8621.39,USD,01/05/2021,Women's,Aluminum,35.6,8.4,Gray,Mesh Steel,Brown,300,Gorilla Glass,Automatic,40,Date,Out of Stock,2,Switzerland
28412,Tissot,Classic,Le Locle,TI82873,4312.78,USD,01/06/2023,Unisex,Bronze,32.3,6.9,Green,Rubber,Blue,200,Hardlex,Automatic,80,World Time,In Stock,3,Switzerland
28413,Orient,Classic,Bambino,OR18653,14341.34,USD,20/05/2022,Men's,Resin,39.7,13.7,Gold,Silicone,Red,200,Gorilla Glass,Automatic,0,Date,Limited Stock,4,Japan
28414,Casio,Digital,G-Shock,CA48550,11089.96,USD,20/05/2022,Women's,Bioceramic,44.8,7.3,Red,Rubber,Blue,50,Mineral,Digital,60,Date,Out of Stock,1,Japan
28415,Apple,Smartwatch,Watch Series,AP48453,11846.15,USD,23/08/2021,Unisex,Ceramic,45.7,10.9,Blue,Nylon,Red,30,Gorilla Glass,Smart,80,Chronograph,Out of Stock,2,China
28416,Seiko,Sports,Prospex,SE49394,10332.55,USD,04/09/2021,Women's,Brass,32.7,14.4,White,Nylon,Blue,200,Sapphire,Quartz,60,Moonphase,Out of Stock,3,Japan
28417,Fossil,Fashion,Gen 6,FO68010,14722.08,USD,08/12/2024,Women's,Bronze,43.7,7.1,Gray,Nylon,Red,200,Hardlex,Smart,60,None,In Stock,2,USA
28418,Daniel Wellington,Minimalist,Petite,DA81154,7283.38,USD,18/12/2022,Women's,Aluminum,33.4,10.9,Silver,Nylon,Brown,200,Gorilla Glass,Quartz,0,None,Limited Stock,3,Sweden
28419,TAG Heuer,Sports,Carrera,TA79506,1497,USD,18/06/2023,Men's,Bronze,43.5,12.7,Black,Rubber,Brown,50,Sapphire,Automatic,70,Date,Limited Stock,4,Switzerland
28420,Casio,Digital,G-Shock,CA19298,4980.74,USD,09/03/2021,Women's,Ceramic,45.2,13,Black,Nylon,Black,30,Sapphire,Digital,70,World Time,Pre-Order,5,Japan
28421,Hamilton,Military,Khaki Field,HA97105,7051.93,USD,09/02/2021,Unisex,Bronze,41.4,11,Green,Silicone,Silver,50,Plastic,Automatic,0,None,Out of Stock,3,USA
28422,Hublot,Luxury,Big Bang,HU46523,3136.29,USD,28/11/2022,Men's,Aluminum,40.7,14.4,Silver,Canvas,Green,300,Mineral,Automatic,70,None,Pre-Order,2,Switzerland
28423,Rolex,Luxury,Oyster Perpetual,RO28818,14857.27,USD,19/03/2024,Unisex,Bronze,32.3,7.9,White,Nylon,Gold,100,Gorilla Glass,Automatic,0,World Time,In Stock,1,Switzerland
28424,Swatch,Fashion,MoonSwatch,SW70182,11889.47,USD,29/08/2024,Unisex,Aluminum,32.8,14.2,Green,Nylon,Brown,30,Hardlex,Quartz,60,None,Pre-Order,4,Switzerland
28425,Fossil,Fashion,Gen 6,FO17208,4333.67,USD,22/12/2022,Women's,Ceramic,42.4,11.6,Silver,Mesh Steel,Blue,300,Gorilla Glass,Smart,70,None,Limited Stock,1,USA
28426,Omega,Dress,Speedmaster,OM12135,11574.39,USD,10/11/2024,Men's,Resin,32.4,13,Gold,Silicone,Red,100,Sapphire,Automatic,0,None,Pre-Order,3,Switzerland
28427,Hublot,Luxury,Big Bang,HU78212,10064.26,USD,01/08/2024,Women's,Titanium,37.6,12.8,White,Canvas,Blue,30,Sapphire,Automatic,0,Date,Limited Stock,3,Switzerland
28428,Casio,Digital,G-Shock,CA16623,4251.52,USD,12/01/2021,Women's,Brass,42.9,13.6,Green,Leather,Black,300,Sapphire,Digital,40,None,In Stock,1,Japan
28429,Casio,Digital,G-Shock,CA58025,970.81,USD,05/04/2024,Women's,Stainless Steel,42.9,10.3,Green,Silicone,Silver,300,Plastic,Digital,70,GMT,Pre-Order,1,Japan
28430,Tissot,Classic,Le Locle,TI11845,976.01,USD,09/06/2024,Women's,Ceramic,41,10.2,White,Nylon,Green,100,Sapphire,Automatic,70,GMT,Pre-Order,3,Switzerland
28431,Timex,Casual,Weekender,TI83089,14577.72,USD,19/09/2024,Men's,Bronze,41,8.3,White,Nylon,Silver,30,Plastic,Quartz,40,GMT,In Stock,2,USA
28432,Casio,Digital,G-Shock,CA21459,5668.58,USD,20/11/2022,Unisex,Brass,39,7.6,White,Silicone,Black,100,Mineral,Digital,40,Moonphase,In Stock,1,Japan
28433,Timex,Casual,Weekender,TI97008,4818.63,USD,15/04/2024,Unisex,Bronze,34.3,9.8,Green,Canvas,Blue,50,Sapphire,Quartz,80,Date,Limited Stock,4,USA
28434,Swatch,Fashion,MoonSwatch,SW10239,8073.52,USD,02/08/2023,Unisex,Resin,40,14.6,Blue,Rubber,Gold,30,Sapphire,Quartz,80,Moonphase,Pre-Order,5,Switzerland
28435,Orient,Classic,Bambino,OR92190,13864.7,USD,19/09/2024,Unisex,Stainless Steel,33.7,8.9,White,Canvas,Black,50,Hardlex,Automatic,0,World Time,Out of Stock,2,Japan
28436,Casio,Digital,G-Shock,CA68335,11108.78,USD,25/06/2022,Men's,Ceramic,45.7,8.6,Green,Rubber,Black,30,Plastic,Digital,0,GMT,Limited Stock,2,Japan
28437,Citizen,Eco-Drive,Promaster,CI49002,1583.21,USD,16/09/2023,Men's,Bioceramic,45.3,7.1,Red,Rubber,Silver,50,Mineral,Solar Powered,60,Date,Out of Stock,1,Japan
28438,Tissot,Classic,Le Locle,TI16386,11653.78,USD,01/12/2022,Unisex,Titanium,36.5,14.2,Black,Leather,Brown,50,Hardlex,Automatic,70,Chronograph,In Stock,4,Switzerland
28439,Swatch,Fashion,MoonSwatch,SW73607,9851.38,USD,02/02/2023,Unisex,Resin,38.1,10.5,Gold,Silicone,Black,100,Plastic,Quartz,40,World Time,Limited Stock,4,Switzerland
28440,Hamilton,Military,Khaki Field,HA77452,7441.38,USD,18/07/2024,Women's,Resin,36.7,9.6,Black,Mesh Steel,Black,50,Plastic,Automatic,60,GMT,Limited Stock,1,USA
28441,Longines,Dress,Master Collection,LO79664,12942.98,USD,31/07/2023,Men's,Bronze,44,9.3,Silver,Leather,Blue,100,Hardlex,Automatic,60,Moonphase,Out of Stock,3,Switzerland
28442,TAG Heuer,Sports,Carrera,TA36388,4463.64,USD,19/01/2021,Unisex,Resin,42.2,7,Gold,Mesh Steel,Silver,300,Mineral,Automatic,80,Moonphase,Pre-Order,5,Switzerland
28443,Hamilton,Military,Khaki Field,HA97835,11493.52,USD,22/06/2023,Women's,Resin,44.8,6.6,Gray,Leather,Gold,100,Mineral,Automatic,0,GMT,Limited Stock,1,USA
28444,Orient,Classic,Bambino,OR84080,385.03,USD,15/08/2022,Men's,Brass,37.2,13.8,Black,Canvas,Blue,100,Sapphire,Automatic,0,GMT,Out of Stock,5,Japan
28445,Swatch,Fashion,MoonSwatch,SW94609,14939.88,USD,21/01/2025,Women's,Titanium,35.7,9.2,Black,Canvas,Brown,50,Sapphire,Quartz,80,None,In Stock,1,Switzerland
28446,Longines,Dress,Master Collection,LO40556,11749.64,USD,25/12/2020,Women's,Resin,42.4,12.2,Green,Leather,Silver,30,Hardlex,Automatic,70,Moonphase,Out of Stock,5,Switzerland
28447,TAG Heuer,Sports,Carrera,TA35886,13239.88,USD,30/01/2021,Unisex,Bioceramic,35.2,12.4,Gold,Rubber,Red,300,Gorilla Glass,Automatic,0,Moonphase,Out of Stock,1,Switzerland
28448,TAG Heuer,Sports,Carrera,TA98153,7874.66,USD,21/06/2021,Men's,Brass,33.1,12,Black,Mesh Steel,Black,30,Sapphire,Automatic,70,GMT,Out of Stock,4,Switzerland
28449,Omega,Dress,Speedmaster,OM79314,10174.15,USD,04/08/2022,Men's,Aluminum,37.4,12.4,Red,Mesh Steel,Black,30,Hardlex,Automatic,40,None,Pre-Order,1,Switzerland
28450,Orient,Classic,Bambino,OR10657,14815.5,USD,01/06/2024,Women's,Bioceramic,42.9,11.8,Blue,Mesh Steel,Blue,50,Hardlex,Automatic,0,GMT,In Stock,4,Japan
28451,Citizen,Eco-Drive,Promaster,CI98049,3212.35,USD,15/11/2023,Unisex,Ceramic,33.9,12,Gray,Mesh Steel,Gold,200,Hardlex,Solar Powered,80,None,Pre-Order,2,Japan
28452,Garmin,Smartwatch,Fenix,GA21785,2224.01,USD,18/11/2020,Women's,Resin,34.6,11.8,Gray,Canvas,Blue,100,Sapphire,Digital,80,Date,Limited Stock,3,Taiwan
28453,Casio,Digital,G-Shock,CA23925,233.53,USD,17/10/2022,Men's,Stainless Steel,32,7.1,Green,Silicone,Silver,100,Sapphire,Digital,80,Chronograph,Out of Stock,2,Japan
28454,Garmin,Smartwatch,Fenix,GA53661,10535.96,USD,14/12/2020,Unisex,Stainless Steel,44.7,14,Silver,Mesh Steel,Silver,200,Gorilla Glass,Digital,0,GMT,Out of Stock,2,Taiwan
28455,Montblanc,Luxury,1858 Geosphere,MO57088,13827.64,USD,26/08/2022,Unisex,Titanium,41.9,11.2,Gold,Mesh Steel,Black,100,Plastic,Automatic,60,None,Pre-Order,5,Switzerland
28456,Timex,Casual,Weekender,TI69313,10387.76,USD,28/08/2024,Unisex,Ceramic,40.5,11.8,White,Rubber,Brown,50,Gorilla Glass,Quartz,40,Moonphase,Pre-Order,3,USA
28457,Fossil,Fashion,Gen 6,FO77098,6765.05,USD,14/10/2022,Women's,Titanium,38.3,11.3,Blue,Canvas,Red,200,Mineral,Smart,70,Chronograph,In Stock,1,USA
28458,Orient,Classic,Bambino,OR49969,3166.04,USD,11/03/2025,Women's,Aluminum,43.3,7.9,Gold,Canvas,Gold,100,Hardlex,Automatic,40,GMT,Pre-Order,4,Japan
28459,Daniel Wellington,Minimalist,Petite,DA51609,2859.05,USD,15/10/2023,Men's,Brass,42.6,11.6,Red,Mesh Steel,Brown,30,Plastic,Quartz,80,None,In Stock,1,Sweden
28460,Fossil,Fashion,Gen 6,FO52736,5542.54,USD,31/08/2020,Men's,Resin,45.6,8.7,Gold,Mesh Steel,Blue,300,Hardlex,Smart,70,World Time,Pre-Order,3,USA
28461,Hamilton,Military,Khaki Field,HA22326,1346.22,USD,28/10/2023,Men's,Stainless Steel,40.2,9.9,Blue,Mesh Steel,Silver,300,Sapphire,Automatic,80,World Time,Pre-Order,4,USA
28462,Swatch,Fashion,MoonSwatch,SW46115,1733.75,USD,21/07/2020,Women's,Stainless Steel,42,8.9,Red,Mesh Steel,Green,30,Gorilla Glass,Quartz,80,GMT,In Stock,5,Switzerland
28463,Fossil,Fashion,Gen 6,FO74665,2671.08,USD,07/10/2022,Women's,Aluminum,43.1,10.3,Green,Rubber,Blue,50,Mineral,Smart,0,GMT,Limited Stock,5,USA
28464,Seiko,Sports,Prospex,SE39715,12115.42,USD,03/01/2022,Men's,Brass,40.9,8.2,Gold,Mesh Steel,Black,100,Sapphire,Quartz,60,Date,In Stock,5,Japan
28465,Hublot,Luxury,Big Bang,HU48556,14212.91,USD,30/12/2024,Unisex,Titanium,37.8,8.5,Green,Rubber,Gold,50,Gorilla Glass,Automatic,0,None,Out of Stock,5,Switzerland
28466,Casio,Digital,G-Shock,CA67411,12227.35,USD,06/01/2024,Unisex,Brass,40.5,12.1,Silver,Leather,Brown,300,Sapphire,Digital,70,Moonphase,In Stock,4,Japan
28467,Apple,Smartwatch,Watch Series,AP97527,14366.69,USD,11/04/2022,Men's,Titanium,44.5,7.5,Silver,Silicone,Silver,50,Gorilla Glass,Smart,60,World Time,Pre-Order,4,China
28468,Longines,Dress,Master Collection,LO65339,9810.93,USD,20/02/2023,Women's,Titanium,44.7,9.6,White,Canvas,Green,50,Plastic,Automatic,0,None,Pre-Order,5,Switzerland
28469,Citizen,Eco-Drive,Promaster,CI48724,2758.63,USD,30/03/2023,Men's,Aluminum,33.1,9.4,Gray,Silicone,Red,300,Plastic,Solar Powered,70,Date,Pre-Order,4,Japan
28470,Swatch,Fashion,MoonSwatch,SW41607,841.79,USD,22/03/2021,Women's,Bioceramic,35.6,10.9,Gold,Rubber,Blue,30,Gorilla Glass,Quartz,80,Chronograph,Out of Stock,4,Switzerland
28471,Montblanc,Luxury,1858 Geosphere,MO93597,11636.63,USD,30/01/2023,Men's,Stainless Steel,43,11.4,Blue,Canvas,Red,300,Sapphire,Automatic,80,Chronograph,Out of Stock,4,Switzerland
28472,Tissot,Classic,Le Locle,TI83813,6340.32,USD,27/03/2021,Men's,Ceramic,39.4,7.8,Gray,Canvas,Red,30,Plastic,Automatic,0,Chronograph,In Stock,2,Switzerland
28473,Garmin,Smartwatch,Fenix,GA70045,3923.38,USD,15/10/2023,Unisex,Titanium,42.6,14.9,Green,Mesh Steel,Brown,100,Plastic,Digital,40,None,Pre-Order,1,Taiwan
28474,Hublot,Luxury,Big Bang,HU64888,7253.2,USD,17/12/2023,Unisex,Bronze,43.9,12.7,Blue,Mesh Steel,Gold,200,Hardlex,Automatic,70,None,In Stock,1,Switzerland
28475,Montblanc,Luxury,1858 Geosphere,MO32840,10704.39,USD,12/08/2021,Unisex,Aluminum,38.1,10.4,Blue,Nylon,Green,30,Mineral,Automatic,60,GMT,In Stock,2,Switzerland
28476,Casio,Digital,G-Shock,CA20854,4917.07,USD,18/06/2021,Unisex,Bronze,38.5,13.5,Silver,Leather,Green,200,Hardlex,Digital,80,World Time,Pre-Order,4,Japan
28477,Daniel Wellington,Minimalist,Petite,DA32104,10014.66,USD,06/07/2025,Men's,Bronze,38.1,7.8,Green,Leather,Blue,30,Sapphire,Quartz,40,GMT,Pre-Order,4,Sweden
28478,Omega,Dress,Speedmaster,OM81047,11272.18,USD,03/04/2023,Men's,Stainless Steel,40.4,14.1,Silver,Canvas,Blue,30,Gorilla Glass,Automatic,40,None,In Stock,1,Switzerland
28479,Tissot,Classic,Le Locle,TI54877,2362.04,USD,29/01/2022,Men's,Resin,40.6,8.9,White,Silicone,Blue,100,Plastic,Automatic,70,None,Pre-Order,1,Switzerland
28480,Hublot,Luxury,Big Bang,HU93999,8713.82,USD,23/11/2024,Women's,Resin,33.7,10.5,White,Mesh Steel,Black,30,Gorilla Glass,Automatic,80,Date,Limited Stock,3,Switzerland
28481,Seiko,Sports,Prospex,SE77672,2939.03,USD,10/01/2024,Men's,Brass,45.7,7.7,White,Mesh Steel,Green,200,Hardlex,Quartz,0,World Time,Limited Stock,3,Japan
28482,Seiko,Sports,Prospex,SE89039,12517.86,USD,24/08/2021,Women's,Bioceramic,40.7,7.7,White,Nylon,Brown,200,Hardlex,Quartz,0,None,Out of Stock,4,Japan
28483,Fossil,Fashion,Gen 6,FO25499,4361.37,USD,18/08/2024,Unisex,Ceramic,35.7,13.9,White,Nylon,Blue,30,Mineral,Smart,80,Date,Out of Stock,2,USA
28484,Daniel Wellington,Minimalist,Petite,DA85863,3273.02,USD,26/04/2021,Women's,Bioceramic,32.5,8.3,Green,Silicone,Brown,50,Mineral,Quartz,80,Date,Pre-Order,3,Sweden
28485,Swatch,Fashion,MoonSwatch,SW95040,5009.78,USD,05/09/2021,Women's,Bioceramic,45.7,10.9,Green,Mesh Steel,Black,50,Plastic,Quartz,60,World Time,Limited Stock,1,Switzerland
28486,Apple,Smartwatch,Watch Series,AP38708,3379.34,USD,19/06/2022,Men's,Aluminum,38.1,11.1,White,Nylon,Black,30,Mineral,Smart,40,Moonphase,Pre-Order,5,China
28487,Daniel Wellington,Minimalist,Petite,DA23269,3086.44,USD,25/10/2023,Unisex,Resin,45.6,7.3,Gold,Leather,Brown,50,Hardlex,Quartz,80,GMT,Limited Stock,4,Sweden
28488,Montblanc,Luxury,1858 Geosphere,MO88671,10272.42,USD,14/06/2024,Women's,Ceramic,45.9,11.5,Blue,Leather,Blue,30,Sapphire,Automatic,70,None,Pre-Order,2,Switzerland
28489,Daniel Wellington,Minimalist,Petite,DA43276,4245.64,USD,05/03/2025,Unisex,Stainless Steel,39.6,14.3,White,Leather,Blue,100,Sapphire,Quartz,40,Chronograph,Limited Stock,5,Sweden
